Timestamp,Your name?,What is the name of your event?,Where will your mapping party be held?,Please insert a link to your venue on openstreetmap.org,Please insert a link where people can sign up,What date is your event taking place? (as YYYY-MM-DD),What time does your event start?,What time does your event end?,Country?,Is this is part of OSM GeoWeek 2020? (Nov 15-21),lat,long
uniqueID-15,,Portland Missing Maps - Remote Edition,"Online Only, Portland, OR, United States",https://www.eventbrite.com/e/missing-maps-mapathon-tickets-103641743244,https://www.eventbrite.com/e/missing-maps-mapathon-tickets-103641743244,2020-05-10,2:00,4:00,[us],,,
uniqueID-16,,Editathon virtual en pro de la cuarenta,"Virtual, Bogota, Colombia",https://www.meetup.com/Maptime-Colombia-OSM/events/270413127,https://www.meetup.com/Maptime-Colombia-OSM/events/270413127,2020-05-09,9:00,11:00,[co],,,
uniqueID-17,,Map With AI:Discover How Facebook Uses AI & OSM to Map the World !!,"Online, Online, Nigeria",https://web.facebook.com/events/875016966257748/,https://web.facebook.com/events/875016966257748/,2020-05-07,3:00,4:30,[ng],,,
uniqueID-18,,Missing Maps London,"Online, London, United Kingdom",https://www.eventbrite.co.uk/e/online-missing-maps-april-london-mid-month-mapping-partyworking-group-tickets-102336178264,https://www.eventbrite.co.uk/e/online-missing-maps-april-london-mid-month-mapping-partyworking-group-tickets-102336178264,2020-05-05,19:00,22:00,[gb],,,
uniqueID-19,,URBE Latam Mapping for Equitable Resilience in Morro do Preventório,"Online, Rio de Janeiro, Brazil",https://eu.bbcollab.com/guest/337f66b2155444a680316346aba9d13a,https://eu.bbcollab.com/guest/337f66b2155444a680316346aba9d13a,2020-05-04,11:00,13:00,[br],,,
uniqueID-20,,MAPATON ONLINE CRUZ ROJA,"ONLINE, Madrid, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26712015?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=29/04/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26712015?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=29/04/2020&_activitiesDetail_professionId=478,2020-04-29,17:00,19:00,[es],,,
uniqueID-21,,Dubnový mapathon,"Online , Prague, Czech Republic",https://osmcal.org/event/227/,https://www.eventbrite.co.uk/e/dubnovy-mapathon-tickets-102894036834,2020-04-28,18:00,20:00,[cz],,,
uniqueID-22,,Virtual Semester Start Mapathon “Humanitäre Hilfe und Klimawandel”,"remote on Zoom, remote, Germany",https://disastermappers.wordpress.com/2020/04/22/virtual-semester-start-mapathon-humanitare-hilfe-und-klimawandel/,https://disastermappers.wordpress.com/2020/04/22/virtual-semester-start-mapathon-humanitare-hilfe-und-klimawandel/,2020-04-28,18:00,21:00,[de],,,
uniqueID-23,,Missing Maps Seoul,"Online, Seoul, South Korea",https://www.openstreetmap.org/#map=11/37.5604/126.8756,https://open.kakao.com/o/gGymF65b,2020-04-24,20:00,22:00,[kr],,37.5604,126.8756
uniqueID-24,,MissingMaps Mapathon Glasgow,"Online, Glasgow, United Kingdom",https://www.openstreetmap.org/edit?way=45886021#map=19/55.86530/-4.25776,https://missingmaps-glasgow-mapathon.eventbrite.com,2020-04-23,18:00,20:30,[gb],,55.8653,-4.25776
uniqueID-25,,MAPATON ONLINE CRUZ ROJA,"Online , MADRID, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26539919?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=23/04/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26539919?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=23/04/2020&_activitiesDetail_professionId=478,2020-04-23,17:00,19:00,[es],,,
uniqueID-26,,Virtual Mapathon at the University of Delaware,"Online, Newark, Delaware, United States",https://www.openstreetmap.org/#map=16/39.6786/-75.7488,https://docs.google.com/forms/d/1LDoLida0Sa_2HfS-USz8kQ5ZcMRPqM8Mn7Ii_EzfUaY/edit,2020-04-22,12:00,11:59,[us],,39.6786,-75.7488
uniqueID-27,,MAPATON ONLINE CRUZ ROJA BURUNDI,"Online , MADRID, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26539896?_activitiesDetail_startHour=11:00&_activitiesDetail_endHour=13:00&_activitiesDetail_startDate=21/04/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26539896?_activitiesDetail_startHour=11:00&_activitiesDetail_endHour=13:00&_activitiesDetail_startDate=21/04/2020&_activitiesDetail_professionId=478,2020-04-21,11:00,13:00,[es],,,
uniqueID-28,,MAPATON ONLINE CRUZ ROJA ESPAÑOLA,"ONLINE, MADRID, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26324853?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=17/04/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26324853?_activitiesDetail_startHour=17:00&_activitiesDetail_endHour=19:00&_activitiesDetail_startDate=17/04/2020&_activitiesDetail_professionId=478,2020-04-17,17:00,19:00,[es],,,
uniqueID-29,,Mapatón ONLINE Cruz Roja Española,"Online, MADRID, Spain",https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26324847?_activitiesDetail_startHour=11:00&_activitiesDetail_endHour=13:00&_activitiesDetail_startDate=15/04/2020&_activitiesDetail_professionId=478,https://www2.cruzroja.es/web/cruzroja/detalle-actividades/-/actividad/26324847?_activitiesDetail_startHour=11:00&_activitiesDetail_endHour=13:00&_activitiesDetail_startDate=15/04/2020&_activitiesDetail_professionId=478,2020-04-15,11:00,13:00,[es],,,
uniqueID-30,,Online Missing Maps London,"London, United Kingdom",https://www.openstreetmap.org/way/110085229#map=15/51.4980/-0.1749,https://www.eventbrite.co.uk/e/missing-maps-april-mapathon-tickets-99003635539,2020-04-07,18:00,21:00,[gb],,51.498,-0.1749
uniqueID-31,,Missing Maps Cambridge (Online) Mapathon,"Online, Cambridge, United Kingdom",https://www.openstreetmap.org/relation/295355,https://www.eventbrite.co.uk/e/missing-maps-april-online-mapathon-cambridge-tickets-75288753689,2020-04-07,19:00,22:00,[gb],,52.1962,0.1308
uniqueID-32,,Mapaton Online Missing Maps Cruz Roja Española,"Online, Online, Spain",https://www.openstreetmap.org/search?query=espa%C3%B1a#map=5/36.149/-6.901,https://cutt.ly/AtTHxjM,2020-04-03,17:00,19:00,[es],,36.149,-6.901
uniqueID-33,,Online Březnový Missing Maps mapathon v Praze,"SAP services, Metronom Business Center, Bucharova 2817/11, 158 00 Praha 5, Czech Republic, Prague, Czech Republic",https://www.openstreetmap.org/search?whereami=1&query=50.05128%2C14.35045#map=18/50.05128/14.35051,https://www.eventbrite.co.uk/e/breznovy-missing-maps-mapathon-v-praze-v-kancelari-sap-tickets-96422657765,2020-03-31,18:00,21:00,[cz],,50.05128,14.35045
uniqueID-34,,Missing Maps Portland,"Coco Donuts, portland, or, United States",https://www.openstreetmap.org/node/6127555932#map=19/45.48769/-122.65024,https://www.eventbrite.com/e/missing-maps-mapathon-tickets-98127153959,2020-03-29,12:00,2:00,[us],,45.48769,-122.65024
uniqueID-35,,Online - Reading Missing Maps,"work.life, Reading UK, United Kingdom",https://www.openstreetmap.org/?mlat=51.45495&mlon=-0.96626#map=19/51.45495/-0.96626,https://www.eventbrite.com/e/missing-maps-reading-march-2020-mapathon-tickets-88495350977/,2020-03-24,18:30,21:00,[gb],,51.45495,-0.96626
uniqueID-36,,Bukavu_Mapathon_1.0,"La difference's office, Bukavu, Avenue Fizi, Congo, Democratic Republic of",https://www.openstreetmap.org/node/7279801885,https://www.eventbrite.com/e/bukavu-mapathon10-tickets-99021645407,2020-03-24,9:00,16:00,[cd],,-2.5017179,28.8690485
uniqueID-37,,Mapathon Missing Maps CartONG,"Le Tuba, Lyon, France",https://www.openstreetmap.org/node/3837100089,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-lyon-letuba-84916554701,2020-03-17,18:30,21:30,[fr],,45.7637971,4.8538376
uniqueID-38,,Mapathon Missing Maps Grenoble,"La Turbine.coop, Grenoble, France",https://www.openstreetmap.org/search?query=la%20turbine.coop#map=19/45.18764/5.70506,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-grenoble-la-turbinecoop-86311886175,2020-03-14,18:30,21:30,[fr],,45.18764,5.70506
uniqueID-39,,Mapató Creu Roja: Burundi. Ets fonamental en aquesta missió!,"Seu de la Creu Roja. Carrer Joan d'Àustria 120, Barcelona, Madrid, Spain",https://www.openstreetmap.org/way/269445240,https://forms.office.com/Pages/ResponsePage.aspx?id=-QiRdbPNBEu5dj6bPZrQvshrXTcCfwxJlc1ZfrxP0KZUNEVNSjk0WkxFWk1STVRMVThLOFhKRFlGNC4u,2020-03-13,11:00,14:00,[es],,41.3961,2.18796
uniqueID-40,,Mapatón Cruz Roja: Burundi. ¡Eres fundamental en esta misión!,"Sede de Cruz Roja c/ Joan d'Àustria 120, Barcelona, MADRID, Spain",https://www.openstreetmap.org/way/269445240#map=19/41.39612/2.18795,https://forms.office.com/Pages/ResponsePage.aspx?id=-QiRdbPNBEu5dj6bPZrQvpp-VGQMtZ5IouvgnH7HZHxUOUk5NFpVVzNKM1U1V01XS05QSDVLWlZCVS4u,2020-03-13,17:00,20:00,[es],,41.39612,2.18795
uniqueID-41,,First Missing Maps Mapathon at PSK,"Úrad Prešovského samosprávneho kraja , Prešov, Slovakia",https://www.openstreetmap.org/node/3439823801,https://www.eventbrite.com/e/first-missing-maps-mapathon-at-psk-tickets-98234876159?utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&aff=escb&utm-source=cp&utm-term=listing,2020-03-12,13:00,16:00,[sk],,49.00187,21.24179
uniqueID-42,,Mapathon Missing Maps CartONG,"o79, Chambéry, France",https://www.openstreetmap.org/node/6802042209,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-chambery-o79-84716283685,2020-03-11,18:30,21:30,[fr],,45.5701921,5.9193921
uniqueID-43,,Bukavu_Mapathon,"ISDR-Bukavu, Bukavu(South-Kivu), Congo, Democratic Republic of",https://www.openstreetmap.org/#map=19/-2.50111/28.84988,https://www.eventbrite.com/e/bukavu-mapathon-tickets-98401247781,2020-03-11,13:00,16:30,[cd],,-2.50111,28.84988
uniqueID-44,,HOT Community Webinar: Women Leading in OSM,"Zoom, Worldwide, United States",https://zoom.us/webinar/register/WN_r4o0mVp7QRuilAwdfN4SQQ,https://zoom.us/webinar/register/WN_r4o0mVp7QRuilAwdfN4SQQ,2020-03-10,1:00,2:00,[us],,,
uniqueID-45,,Mapathon 2.0,"50 George Square, Room 1.02, Edinburgh, United Kingdom",https://www.openstreetmap.org/way/5325199,https://www.facebook.com/events/655027438567896/,2020-03-04,18:00,21:00,[gb],,55.94374,-3.18701
uniqueID-46,,Mapathon Radboud Nijmegen,"Radboud Universiteit, Nijmegen, The Netherlands",https://www.openstreetmap.org/way/4747311,https://www.rodekruis.nl/studentendesk-nijmegen/contact/,2020-03-03,17:30,21:00,[nl],,51.8215,5.8632
uniqueID-47,,Missing Maps London,"UCL, London, United Kingdom",https://www.openstreetmap.org/way/50059492#map=19/51.52400/-0.13399,https://www.eventbrite.co.uk/e/missing-maps-march-mapathon-tickets-93299271633,2020-03-03,18:00,21:00,[gb],,51.524,-0.13399
uniqueID-48,,HOT Training Webinar: JOSM for beginners,"Zoom, WorldWide",https://zoom.us/webinar/register/WN_1qNAh-iJT7uHUfJCCpxg4Q,https://zoom.us/webinar/register/WN_1qNAh-iJT7uHUfJCCpxg4Q,2020-02-29,10:00,11:00,[us],,,
uniqueID-49,,Missing Maps Windhoek,"Land Management Building, Windhoek, Namibia",https://www.openstreetmap.org/search?query=Namibia%20University%20of%20science%20and%20Technology%20land%20management%20building#map=19/-22.56611/17.07749,https://docs.google.com/forms/d/e/1FAIpQLSeQQgco0PSRpufAOQ2cWgSzEK2Ilbx7Va65pu48XYgQd20bPw/viewform?usp=pp_url,2020-02-28,14:00,20:00,[na],,-22.56611,17.07749
uniqueID-50,,Únorový brněnský Missing maps mapathon na Geografickém ústavu,"Department of Geography, Faculty of Science, Masaryk University, Brno, Czech Republic",https://www.openstreetmap.org/way/84965582,https://www.eventbrite.co.uk/e/brnensky-unorovy-missing-maps-mapathon-tickets-94062512507,2020-02-27,18:00,21:00,[cz],,49.20417,16.59799
uniqueID-51,,Karneval Mapathon,"Geozentrum Bonn , Bonn, Germany",https://www.openstreetmap.org/way/50171999,https://www.facebook.com/events/977130949336335/,2020-02-26,17:00,19:00,[de],,50.72477,7.09012
uniqueID-52,,Humanitarian Mapping Party,"Carolyn and Kem Gardner Commons, Rm 3399, Salt Lake City, United States",https://www.openstreetmap.org/way/503489218,https://forms.gle/tQTnqxUpusti73qA6,2020-02-26,15:00,17:00,[us],,40.76346,-111.84471
uniqueID-53,,Missing Maps Zürich February Mapathon,"Schweizerisches Rotes Kreuz, Zürich, Switzerland",https://www.openstreetmap.org/way/39425222,https://www.meetup.com/de-DE/Missing-Maps-Zurich/,2020-02-26,19:00,21:00,[ch],,47.38646,8.53587
uniqueID-54,,Únorový Missing Maps mapathon v Praze - v kanceláři KPMG,"KPMG Czech Republic, Praha, Czech Republic",https://osm.org/go/0J0ldIDxk?node=2757558289,https://www.eventbrite.co.uk/e/unorovy-missing-maps-mapathon-v-praze-v-kancelari-kpmg-tickets-94105902287?ref=enivtefor001&invite=MTkwOTM3MjEva2F0ZXJpbmEucGFuY3pha292YUBnbWFpbC5jb20vMA%3D%3D%0A&utm_source=eb_email&utm_medium=email&utm_campaign=inviteformalv2&utm_term=attend,2020-02-25,18:00,21:00,[cz],,50.09230524,14.43904996
uniqueID-55,,Map For Future,"Coworking Millepiani , Coworking Millepiani , Italy",https://www.openstreetmap.org/way/404195369,https://www.romaltruista.it/detail_volunteer_opportunities/34725,2020-02-21,18:00,20:00,[it],,41.86173,12.48665
uniqueID-56,,Mapathon v Jevíčku,"Gymnázium Jevíčko, A. K. Vitáka 452, 569 43 Jevíčko, Czech Republic, Jevíčko, Czech Republic",https://www.openstreetmap.org/search?query=jev%C3%AD%C4%8Dko#map=19/49.63110/16.70774,https://www.facebook.com/events/192637918789009/,2020-02-20,16:00,18:00,[cz],,49.6471,16.6873
uniqueID-57,,18. pravidelný olomoucký mapathon,"Přírodovědecká fakulta Univerzity Palackého v Olomouci, 17. listopadu 12, 77146 Olomouc, Czech Republic, Olomouc, Czech Republic",https://osm.org/go/0LRgaIkre?layers=N,https://www.facebook.com/events/796659510832071/,2020-02-19,18:00,20:00,[cz],,49.59248,17.26311
uniqueID-58,,Missing Maps iMMAP - U. del Rosario,"Universidad del Rosario, Bogota, Colombia",https://www.openstreetmap.org/#map=19/4.65449/-74.07246,https://www.eventbrite.com/e/missing-maps-immap-u-del-rosario-tickets-94677686509,2020-02-19,15:00,18:00,[co],,4.65449,-74.07246
uniqueID-59,,Mapathon Missing Maps CartONG,"Le Tuba, Lyon, France",https://www.openstreetmap.org/node/3837100089,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-lyon-letuba-84912057249,2020-02-18,18:30,21:30,[fr],,45.7637971,4.8538376
uniqueID-60,,Missing Maps mapathon Žilina #8,"Scheidt & Bachmann Slovensko, Žilina, Slovakia",https://www.openstreetmap.org/?mlat=49.19551&mlon=18.74053#map=19/49.19551/18.74053,https://www.eventbrite.com/e/missing-maps-mapathon-zilina-8-tickets-92213873177?aff=missingmapsorg,2020-02-12,17:00,20:00,[sk],,49.19551,18.74053
uniqueID-61,,Missing Maps Berlin,"Factory Görlitzer Park, Berlin, Germany",https://www.openstreetmap.org/node/7188845984#map=19/52.49403/13.44628,https://www.eventbrite.com/e/missing-maps-mapathon-german-red-cross-berlin-tickets-91777191049,2020-02-12,18:00,21:00,[de],,52.49403,13.44628
uniqueID-62,,Missing Maps Mapathon,"Faculty of Logistics and Crisis Management, Uherské Hradiště, Czech Republic",https://www.openstreetmap.org/?mlat=49.07025&mlon=17.47286#map=18/49.07025/17.47287,https://www.facebook.com/events/489009878662896/,2020-02-10,15:00,19:00,[cz],,49.07025,17.47287
uniqueID-63,,Missing Maps - UW's Geospatial Club,"Anderson Hall - Room 207, Seattle, United States",https://www.openstreetmap.org/?mlat=47.651794105768204&mlon=-122.30761796236038#map=19/47.65179/-122.30762,https://catalyst.uw.edu/webq/survey/astrid87/384704,2020-02-07,11:00,1:00,[us],,47.65179,-122.30762
uniqueID-64,,Doctors Without Borders NYC Mapathon,"Doctors Without Borders Headquarters, New York, NY, United States",https://www.openstreetmap.org/way/278033631,https://www.eventbrite.com/e/doctors-without-borders-nyc-mapathon-registration-82618013703,2020-02-06,18:00,21:00,[us],,40.70867,-74.01467
uniqueID-65,,Humanitarian Map-a-thon: DH for Disaster Relief,"Pace Univerity, Babble Lab, Rm. 202, New York City, United States",https://www.openstreetmap.org/#map=18/40.7117566/-74.0062178,https://nycdh.org/dhweek/event/humanitarian-map-a-thon-dh-for-disaster-relief/,2020-02-06,15:00,17:00,[us],,40.71176,-74.00622
uniqueID-66,,Mapathon Missing maps,"La Turbine.coop, Grenoble, France",https://www.openstreetmap.org/search?query=la%20turbine.coop#map=19/45.18764/5.70506,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-grenoble-la-turbinecoop-85472445385,2020-02-05,18:30,21:30,[fr],,45.18764,5.70506
uniqueID-67,,Missing Maps London,"Microsoft Reactor, London, United Kingdom",https://www.openstreetmap.org/node/7121959285,https://www.eventbrite.co.uk/e/missing-maps-february-mapathon-tickets-89217741667,2020-02-04,18:00,21:00,[gb],,51.5218085,-0.0844662
uniqueID-68,,Missing Maps Zürich January Mapathon,"Schweizerisches Rotes Kreuz, Zürich, Switzerland",https://www.openstreetmap.org/way/39425222,https://www.meetup.com/de-DE/Missing-Maps-Zurich/,2020-01-29,19:00,21:00,[ch],,47.38642,8.53589
uniqueID-69,,Lednový Missing Maps mapathon v Praze,"Lednový Missing Maps mapathon v Praze - v kanceláři Lékařů bez hranic, Prague, Czech Republic",https://www.openstreetmap.org/node/6476306091,https://www.eventbrite.co.uk/e/lednovy-missing-maps-mapathon-v-praze-v-kancelari-lekaru-bez-hranic-tickets-90579239945?ref=enivtefor001&invite=MTg4NjgzNTUvamlyaS5odWJhY2VrQGdtYWlsLmNvbS8w%0A,2020-01-28,18:00,21:00,[cz],,50.1060283,14.472524
uniqueID-70,,Mapaton de la Escuela de ingenierias,"Escuela de Ingenierías de la Universidad de León. Callejón Campus Vegazana, s/n, 24007 León , Leon, Spain",https://www.openstreetmap.org/search?whereami=1&query=42.61442%2C-5.56207#map=19/42.61442/-5.56207&layers=N,https://forms.office.com/Pages/ResponsePage.aspx?id=-QiRdbPNBEu5dj6bPZrQvqNdx04FWjJDt0S332v3Y9FUMjNDUUo5V0tZSDI1SExaVk9IMjZPT004WS4u,2020-01-28,17:00,19:00,[es],,42.61442,-5.56207
uniqueID-71,,Mapathon@BOKU,"TÜWI Lokal, TÜWI Lokal, Austria",https://www.openstreetmap.org/node/4530145086,https://www.facebook.com/events/401313737327444/,2020-01-28,17:00,21:00,[at],,48.2376092,16.3347888
uniqueID-72,,Mapathon Missing maps CartONG,"L'ESS'Pace, Paris, France",https://www.openstreetmap.org/node/7028455668,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-paris-lesspace-84720462183,2020-01-27,19:00,21:00,[fr],,48.8270088,2.3831178
uniqueID-73,,Map For Future,"Millepiani Coworking, Rome, Italy",https://www.openstreetmap.org/way/404195369,https://www.romaltruista.it/detail_volunteer_opportunities/34409,2020-01-24,18:00,20:00,[it],,41.86173,12.48669
uniqueID-74,,Missing Maps mapathon Bratislava #8,"Faculty of Civil Engineering, Slovak University of Technology in Bratislava, Bratislava, Slovakia",https://www.openstreetmap.org/?mlat=48.15198&mlon=17.11533#map=19/48.15198/17.11533,https://www.eventbrite.com/e/missing-maps-mapathon-bratislava-8-tickets-87019719323?aff=missingmapsorg,2020-01-23,17:00,20:00,[sk],,48.15198,17.11533
uniqueID-75,,Maptime Salzburg Mapathon,"iDEAS:lab, Salzburg, Salzburg, Austria",https://www.openstreetmap.org/node/4787833494,https://www.meetup.com/Maptime-Salzburg/events/267722655/,2020-01-23,19:00,21:00,[at],,47.82362,13.03962
uniqueID-76,,Mapathon Missing Maps CartONG,"Le Tuba, Lyon, France",https://www.openstreetmap.org/node/3837100089,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-lyon-letuba-84908992081,2020-01-21,18:30,21:30,[fr],,45.7637971,4.8538376
uniqueID-77,,Missing Maps: Mapathon 2020,"Boyd Orr Building, University of Glasgow, Glasgow, United Kingdom",https://www.openstreetmap.org/way/59189225,https://www.eventbrite.co.uk/e/missing-maps-mapathon-2020-tickets-87066613585,2020-01-21,18:00,20:00,[gb],,55.87357,-4.29269
uniqueID-78,,Missing Maps Mapathon,"Wikimedia Deutschland e.V., Berlin, Germany",https://www.openstreetmap.org/#map=19/52.49841/13.38071,https://www.eventbrite.com/e/missing-maps-mapathon-putting-the-worlds-vulnerable-people-on-the-map-registration-86116389439,2020-01-16,19:00,22:00,[de],,52.49841,13.38071
uniqueID-79,,Missing Maps Berlin,"Wikimedia, Berlin, Germany",https://www.openstreetmap.org/node/2551527703#map=19/52.49841/13.38105,https://www.eventbrite.com/e/missing-maps-mapathon-putting-the-worlds-vulnerable-people-on-the-map-registration-86116389439,2020-01-16,19:00,22:00,[de],,52.49841,13.38105
uniqueID-80,,Mapathon CartONG Missing Maps,"La Dynamo, Chambéry, France",https://www.openstreetmap.org/way/110779064,https://www.eventbrite.ca/e/billets-mapathon-missing-maps-a-chambery-la-dynamo-84719916551,2020-01-08,18:30,21:30,[fr],,45.5903,5.92048
uniqueID-81,,Missing Maps London,"Linklaters, London, United Kingdom",https://www.openstreetmap.org/node/2639375134,https://www.eventbrite.co.uk/e/missing-maps-january-mapathon-tickets-85074717771,2020-01-07,18:00,21:00,[gb],,51.520343,-0.0923418
